Год|Дата|Событие|Место проведения|Вид спорта|Дисциплина|Категория|Место|round_name|heat_place|ФИО|Год рождения|Разряд|Регион
2025|2025.08.29|Чемпионат Мурманской области|Териберка|серфинг|длинная доска|женщины|1|final|1|Контарева Ольга Викторовна|1983||Мурманская область
2025|2025.08.29|Чемпионат Мурманской области|Териберка|серфинг|длинная доска|женщины|2|final|2|Фефилатьева Анна Павловна|1988||Мурманская область
2025|2025.08.29|Чемпионат Мурманской области|Териберка|серфинг|длинная доска|женщины|3|final|3|Бугаева Наталия Константиновна|2002|3|Мурманская область
2025|2025.08.29|Чемпионат Мурманской области|Териберка|серфинг|длинная доска|женщины|4|final|4|Холзакова Лариса Дмитриевна|1999||Мурманская область
2025|2025.08.29|Чемпионат Мурманской области|Териберка|серфинг|длинная доска|женщины|5|semifinal|3|Федяева Татьяна Валерьевна|1982||Мурманская область
2025|2025.08.29|Чемпионат Мурманской области|Териберка|серфинг|длинная доска|женщины|5|semifinal|3|Южакова Марина Владимировна|1989|3|Мурманская область
