Год,Событие,Место проведения,Вид спорта,Дисциплина,Категория,Место,ФИО,Год рождения,Разряд,Регион
2023,Чемпионат России,Южно-Сахалинск,серфинг,короткая доска,женщины,1,Чудненко Анна Сергеевна,1987,МС,Санкт-Петербург
2023,Чемпионат России,Южно-Сахалинск,серфинг,короткая доска,женщины,2,Тихонова Анна Игоревна,1997,2 разряд,Калининградская область
2023,Чемпионат России,Южно-Сахалинск,серфинг,короткая доска,женщины,3,Тиманина Анжелика Игоревна,1989,2 разряд,Москва
2023,Чемпионат России,Южно-Сахалинск,серфинг,короткая доска,женщины,4,Тимаревская Анастасия Алексеевна,1986,3 разряд,Санкт-Петербург
2023,Чемпионат России,Южно-Сахалинск,серфинг,короткая доска,женщины,5,Тихолаз Ульяна Андреевна,1993,2 разряд,Санкт-Петербург
2023,Чемпионат России,Южно-Сахалинск,серфинг,короткая доска,женщины,5,Матвеева Анна Александровна,1985,2 разряд,Калининградская область
2023,Чемпионат России,Южно-Сахалинск,серфинг,короткая доска,женщины,7,Галимова Чулпан Илгизировна,1987,КМС,Республика Татарстан
2023,Чемпионат России,Южно-Сахалинск,серфинг,короткая доска,женщины,7,Рудик Майи Гнон,1984,КМС,Москва
