Год|Дата|Событие|Место проведения|Вид спорта|Дисциплина|Категория|Место|round_name|heat_place|ФИО|Год рождения|Разряд|Регион
2024|2024.07.01|Чемпионат Приморского края|Владивосток|серфинг|длинная доска|женщины|1|final|1|Филинова Галина Фанильевна|1986||Приморский край
2024|2024.07.01|Чемпионат Приморского края|Владивосток|серфинг|длинная доска|женщины|2|final|2|Ковалева Анастасия Владимировна|1983||Приморский край
2024|2024.07.01|Чемпионат Приморского края|Владивосток|серфинг|длинная доска|женщины|3|final|3|Силивончик Анастасия Николаевна|1994||Приморский край
2024|2024.07.01|Чемпионат Приморского края|Владивосток|серфинг|длинная доска|женщины|4|final|4|Якубовская Нина Павловна|1989||Приморский край
2024|2024.07.01|Чемпионат Приморского края|Владивосток|серфинг|длинная доска|женщины|5|semifinal|3|Ясинская Анна Константиновна|1990||Приморский край
2024|2024.07.01|Чемпионат Приморского края|Владивосток|серфинг|длинная доска|женщины|6|semifinal|3|Петрова Анна Юрьевна|1996||Приморский край
2024|2024.07.01|Чемпионат Приморского края|Владивосток|серфинг|длинная доска|женщины|7|semifinal|4|Коровина Виктория Леонидовна|1987||Приморский край
2024|2024.07.01|Чемпионат Приморского края|Владивосток|серфинг|длинная доска|женщины|8|semifinal|4|Кабаргина Кира Владимировна|1987||Приморский край
